word	status	source	decision	note
ក៏ដោយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក៏បាន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្ងែងក្ងង់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្ដាក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្ដាប់ក្ដោប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្ដូច	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្ដូល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្ឌឹង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្នូរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្បត់បក្ស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្បាច់ហៀន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្បាលដោះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្បាលទូក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្បាលហែង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្បាំងមុខ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្បិប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្បួច	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្មិត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្មូរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រកោះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រក្អៀច	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រងតេះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រងួរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រចាក់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រញាប់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រញិច	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រញូង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រញេច	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រញែង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រញោះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រញ៉ម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្របខណ្ឌ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្របលើ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្របេ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រប៉ែត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រមឹល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រមែល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រម៉ាប់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រលើ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រវក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រវៀចក្រវៀន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រវ៉ា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រវ៉ាត់ក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រសាន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រសែត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រហាល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រហុប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រហែម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រឡតបៈ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រឡាត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រឡាប្រថពី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រឡើត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រឡេចក្រឡាច់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រឡេះបេះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រឡែន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រឡៃ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រឡះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រអី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រអឹម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រអើត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រអែម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រាត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រាបលា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រាវាត់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រាំពូ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រិក	approved	unknown	standard	no Chuon definition; legacy word
ក្រិត្យ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រិត្យក្រម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រិស្នា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រឹក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រុត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រូម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រូមេ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រូម៉េ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រូស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រូអាត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រួញ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រើក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រេដ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រេត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រេម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រៃណា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រៅកាល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រៅតែ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រៅពី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្រៅពីនោះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្លង់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្លិប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្លឺប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្លៀវ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្លោង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្សណ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្សត្រីយ៍	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្សេត្រភិបាល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្សេត្រវិទ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្សេមក្សោន្ត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្អឹក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្អឿក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្អេក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ក្អោប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខចេក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខត់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខត្ត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខត្តិយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខត្រី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខនខែ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខន្តីី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខល់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខសាច់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខាត់តុ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខាន់ជិប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខិក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខុសដៃ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខូងរូង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខៀរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខេត្តភិបាល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខេមរា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខេមា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខែក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខែងរែង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខែចិស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខែជាន់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខែន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខែបាំងឆ័ត្រ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខែមីនា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខែមុន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខែមេសា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខែរះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខែលិច	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខោចែវ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខោព្រែ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខោស្លីប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខំធ្វើ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខះក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខ័ណ្ឌ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខ្ជាន់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខ្ជីប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខ្ញេវ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខ្ញេវខ្ញូវ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខ្ទរខ្ទារ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខ្ទាត់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខ្ទាំង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខ្ទិច	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខ្ទិត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខ្ទូស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ខ្នយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
